item_number,asset_type,product_category,product_name,model_number,serial_number,is_available,quantity,added_by,calibration_required,calibration_frequency,calibration_due_date,pr_no,po_number,inward_date,inwarded_by,version_number,software_license_type,license_start,renewal_frequency,next_renewal_date,new_license_key,new_version_number
1,Hardware,Power Supply,"Scientific 30V, 5A Power supply",PSD3005,18091325,,1,Zeeshan A,Yes,2 Year,2024-12-01,,,,2018-06-01,Zeeshan A,,,,,,
2,Hardware,Power Supply,"Scientific 30V, 5A Power supply",PSD3005,18091322,,1,Anita M,Yes,2 Year,2024-12-01,,,,2018-06-01,Anita M,,,,,,
3,Hardware,Power Supply,"Scientific 30V, 5A Power supply",PSD3005,18091328,,1,Sangram S,Yes,2 Year,2024-12-01,,,,2018-06-01,Sangram S,,,,,,
4,Hardware,Power Supply,"Scientific 30V, 5A Power supply",PSD3005,18091323,,1,Amar J,Yes,2 Year,2024-12-01,,,,2018-06-01,Amar J,,,,,,
5,Hardware,Power Supply,Programmable Linear D.C. Power supply,GPD-2303S,GES870299,,1,Shrikant S,Yes,2 Year,2024-12-01,,,,2019-01-03,Shrikant S,,,,,,
6,Hardware,Power Supply,Programmable Linear D.C. Power supply,GPD-2303S,GES870229,,1,Gayatri B,Yes,2 Year,2024-12-01,,,,2019-01-03,Gayatri B,,,,,,
7,Hardware,Power Supply,D.C. Power Supply,GPS-3030D,GES911391,,1,Snehal P,Yes,2 Year,2024-12-01,,,,2019-01-03,Snehal P,,,,,,
8,Hardware,Power Supply,D.C. Power Supply,GPS-3030D,GES911443,,1,Soumya D,Yes,2 Year,2024-12-01,,,,2019-01-03,Soumya D,,,,,,
,Hardware,Power Supply,D.C. Power Supply,GPS-3030D,GEU813533,,1,,Yes,2 Year,2024-12-01,,,,,,,,,
,Hardware,Power Supply,D.C. Power Supply,GPS-30300,GEU813540,,1,,Yes,2 Year,2024-12-01,,,,,,,,,
,Hardware,Power Supply,TDK lamda Power supply,Z-60-3.5,LOC-246B222-0002,,1,,Yes,2 Year,2024-12-01,,,,,,,,,
9,Hardware,Multimeter,Fluke True RMS Multimeter,179,39620713,,1,Nandish L,No,,,,2018-08-01,Nandish L,,,,,,
10,Hardware,Multimeter,Fluke True RMS Multimeter,179,42570379,,1,Inventory,No,,,,2018-08-01,Inventory,,,,,,
11,Hardware,HD Oscilloscope,"200 MHz, 10 GS/s, 4 Ch, 12.5 Mpts/Ch 12-bit HD Oscilloscope with 12.1"" WXGA Color Display",HDO4024A,T0101C19291052,,1,Inventory,Yes,2 Year,2024-12-01,,,,2019-11-01,Inventory,,,,,,
12,Hardware,Oscilloscope,"200 MHz, 4 Input Channels, Oscilloscope 2 GS/s interleaved, 140 Mpts interleaved DSO with 8” display",T3SO2204,T0102C19440416,,1,Inventory,Yes,2 Year,2024-12-01,,,,2019-11-01,Inventory,,,,,,
13,Hardware,Function/Waveform Generator,"40MHz; 2 independent channels; 1.2GS/s; 16-bit vertical resolution; 8Mpts/ch memory Arbitary Function/Waveform Generator with 4.3 inch Touch Screen TFT LCD",3AFG40,LCRY3517N53190,,1,Inventory,Yes,2 Year,2024-12-01,,,,2019-11-01,Inventory,,,,,,
,Hardware,TA386 200MHz Oscilloscope Probe,TA386 Max 600Volts PK,TA386,Pico Technology,,1,,,,,,,2024-10-01,,,,,
,Hardware,T3PP350 Passive Probe,SP2035 350MHz,,Teledyne Test Tools,,1,,,,,,,2024-09-24,,,,,
,Hardware,T3PP350 Passive Probe,"T3PP300 MHz,300Vrms CAT II",,Teledyne Test Tools,,1,,,,,,,2024-09-24,,,,,
14,Hardware,CAN Disturabnce Hardware,CAN Disturbance Hardware-CANStress Tool,VH6501,016022-001075,,1,Inventory,No,,,,2019-10-01,Inventory,,,,,,
15,Misc,USB Cable for CANStress Hardware,USB Cable for CANStress Hardware,NA,NA,,1,Inventory,No,,,,2019-10-01,Inventory,,,,,,
16,Hardware,Conformance Test Hardware,Conformance Test Hardware,VH1150,016020-001046,,1,Inventory,No,,,,2019-10-01,Inventory,,,,,,
17,Hardware,USB Cable for Conformance Test Hardware,USB Cable for Conformance Test Hardware,NA,NA,,1,Inventory,No,,,,2019-10-01,Inventory,,,,,,
18,Hardware,Desktop Power Supply,Desktop Power Supply for Conformance Hardware,NA,EB8A659455,,1,Inventory,No,,,,2019-10-01,Inventory,,,,,,
19,Hardware,Y Cable,Y Cable for Conformance Test Hardware,NA,NA,,1,Inventory,No,,,,2019-10-01,Inventory,,,,,,
20,Hardware,CAN Terminator,CAN Terminator with Conformance Test Hardware,NA,NA,,2,Inventory,No,,,,2019-10-01,Inventory,,,,,,
21,Hardware,Canoe Hardware,Canoe Network Interface - CAN/LIN/Diva/XCP,VN1630A,535831,,1,Gayatri B,No,,,,2018-08-01,Gayatri B,,,,,,
22,Hardware,Canoe Hardware,"Canoe Network Interface - CAN(J1939)",VN1630A,538439,,1,Zeeshan A,No,,,,2018-08-01,Zeeshan A,,,,,,
23,Hardware,Canoe Hardware,"Canoe Network Interface - CAN(J1939)",VN1630A,539598,,1,Anurag S,No,,,,2018-08-01,Anurag S,,,,,,
24,Hardware,Canoe Hardware,Canoe Network Interface - CAN/LIN,VN1630A,540622,,1,Manohar R,No,,,,2019-03-01,Manohar R,,,,,,
25,Hardware,Canoe Hardware,Canoe Network Interface - CAN/LIN,VN1630A,537414,,1,Snehal P,No,,,,2019-03-01,Snehal P,,,,,,
26,Hardware,Canoe Hardware,Canoe Network Interface - CAN/LIN,VN1630A,537415,,1,Sangram S,No,,,,2019-03-01,Sangram S,,,,,,
27,Hardware,Canoe Hardware,Canoe Network Interface - CAN/LIN,VN1630A,35681,,1,Shrikant S,No,,,,2019-07-01,Shrikant S,,,,,,
28,Hardware,Canoe Hardware,Canoe Network Interface - CAN/LIN,VN1630A,36821,,1,Inventory,No,,,,2019-07-01,Inventory,,,,,,
29,Hardware,Canoe Hardware,Canoe Network Interface - CAN/LIN,VN1640A,007114-058628,,,,,,,,,,,,,,,
30,Hardware,Canoe Hardware,Canoe Network Interface - CAN/LIN,VN1640A,007114-552022,,,,,,,,,,,,,,,
31,Hardware,Canoe Hardware,Canoe Network Interface - CAN/LIN,VN1640A,007114-552023,,,,,,,,,,,,,,,
32,Hardware,Canoe Hardware,Canoe Network Interface - CAN/LIN,VN1640A,007114-552015,,,,,,,,,,,,,,,
33,Hardware,Vector Keyman,Vector Keyman / Dongle,NA,3-4335963,,1,Sangram S,No,,,,2018-08-01,Sangram S,,,,,,
34,Hardware,ProMik Flasher tool,MSP2100NET-T-LAB,MSP2100NET-T-LAB,IP Address:192.168.3.1 MSP2100NET,,,,,,,,,,,,,,,
35,Hardware,Soldering StationAlong with Iron Tips,"Weller Soldering Station WE1010(Order Code:2851721),230v, 70W, WE1010 Series, EU Plug",,T0053298699,,,,,,,,,,,,,,,
36,Misc,Lauterbach Power Debug Interace,Power Debug Module USB 3.0,NA,C19090274209,,1,Inventory,No,,,,2019-10-01,Inventory,,,,,,
